site,buyer_city,buyer_id,package,destination_id,destination_type,regency_country,regency_market,regency_cluster
2,3688,6363,0,8266,1,50,411,99
2,2428,6378,0,8235,1,50,406,81
2,51733,6406,0,8746,1,105,29,97
2,76,6406,0,12254,6,204,27,85
2,35390,6406,0,22939,6,119,2060,36
2,35390,6406,1,48884,6,119,2063,53
24,42296,6409,0,18774,1,99,1239,38
25,4924,6416,0,6573,6,171,61,53
25,4924,6416,0,8286,1,63,1258,62
25,4924,6416,0,8819,1,168,1242,62
25,25784,6416,0,8789,1,63,962,98
25,36643,6416,0,21084,6,106,108,53
28,50259,6419,0,860,3,63,1163,62
2,49258,6425,0,11271,3,82,231,62
2,41779,6434,0,9524,1,50,561,62
2,41779,6434,0,7413,3,50,690,57
2,41779,6434,0,8291,1,50,191,82
24,5434,6435,0,20825,6,182,1493,85
24,5434,6435,0,12356,5,182,46,5
8,15015,6441,0,18601,3,8,256,85
8,17983,6441,0,64891,6,8,121,61
8,29226,6442,0,954,3,204,1759,62
8,29226,6442,0,20463,6,82,228,85
8,29226,6442,0,17599,1,63,1050,38
8,46561,6442,0,22003,6,70,135,2
8,46561,6442,0,2853,3,70,1929,44
8,26278,6442,0,16442,5,70,1922,67
8,29226,6442,0,8257,1,63,1108,10
2,35675,6447,0,468,1,48,153,82
2,35675,6447,0,21442,1,203,254,36
2,35189,6447,0,4819,3,50,365,62
11,25315,6450,0,11373,1,128,1400,62
11,25315,6450,0,8230,1,50,637,62
11,25315,6450,1,11938,1,8,126,82
11,25315,6450,0,20802,6,70,1913,85
11,25315,6450,0,18446,1,70,1903,38
11,25315,6450,0,12233,6,50,675,64
11,25315,6450,0,12009,1,50,680,64
2,36508,6461,0,51776,1,135,276,60
2,36508,6461,0,8217,1,34,43,10
2,13974,6461,0,61533,6,50,1241,60
2,13974,6461,0,8279,1,50,1230,99
2,13974,6461,0,9145,1,50,364,99
2,13974,6461,0,8254,1,50,365,99
2,1033,6461,0,8279,1,50,358,43
2,42296,6468,0,19945,6,99,88,81
2,48937,6472,1,12206,6,50,628,20
2,38773,6472,0,33437,1,50,619,36
2,28250,6472,0,23148,6,50,723,81
2,38140,6481,0,123,1,119,2059,62
2,31773,6484,0,12177,6,50,350,20
2,31773,6484,0,27417,6,50,474,36
2,14752,6491,0,11357,1,50,674,62
2,20706,6491,0,25949,6,198,370,36
2,9890,6493,0,20254,6,105,1854,85
24,5224,6507,0,43199,1,106,106,85
8,12921,6510,0,8746,1,105,29,33
8,12921,6510,0,14041,6,105,35,67
24,5703,6517,0,8224,1,135,278,43
24,5224,6517,0,5100,3,106,160,86
24,5224,6517,0,8859,1,50,212,64
2,46210,6520,0,4913,3,50,689,62
2,46210,6520,0,23250,6,50,628,36
2,46210,6520,0,25746,6,50,839,36
2,49510,6525,0,26232,6,198,384,36
24,5224,6533,0,8220,1,182,46,10
2,47287,6536,1,8250,1,50,628,85
2,41886,6536,0,12132,1,50,366,62
24,35391,6537,0,8257,1,63,1108,98
10,14,6542,0,8288,1,198,399,43
10,14,6542,0,44354,1,198,1668,85
10,14,6542,0,8281,1,50,663,43
23,49808,6548,0,26270,3,105,942,62
2,2037,6567,0,8818,1,99,88,99
2,27117,6575,0,13237,4,50,365,98
24,15933,6576,1,8220,1,182,46,10
23,27167,6581,1,8739,1,144,4,36
24,28688,6583,0,8849,1,63,1023,64
24,1210,6584,0,8282,1,126,232,81
26,51733,6601,0,1379,1,8,125,85
26,51733,6601,0,22109,6,8,112,46
26,51733,6601,0,8259,1,8,121,85
26,38000,6601,1,8791,1,8,110,29
23,11124,6607,0,45631,6,50,675,53
24,5224,6617,0,8745,1,204,27,10
24,9527,6618,1,8859,1,50,212,30
24,3169,6620,0,12210,6,70,19,82
8,15015,6620,0,8813,1,107,186,62
8,15015,6620,0,8289,1,107,36,5
8,478,6620,0,8224,1,135,278,43
8,15015,6620,0,20966,6,144,1324,85
2,44140,6628,1,8814,1,51,1509,85
23,29254,6634,0,23882,1,105,1873,36
24,26212,6639,0,48044,6,144,13,80
24,3169,6641,1,8220,1,182,46,10
24,48984,6641,1,8242,1,171,61,76
24,48984,6641,1,1404,3,3,1392,60
24,45833,6654,0,8293,1,46,39,89
24,53800,6654,0,22053,1,46,799,30
24,5703,6662,0,8220,1,182,46,10
24,27731,6662,0,52804,3,182,1604,53
24,5703,6687,0,8242,1,171,61,61
2,42586,6689,0,8832,1,50,627,62
8,21656,6691,0,12245,6,204,27,38
8,21656,6691,0,23116,6,70,761,62
8,21656,6691,0,889,6,70,767,62
2,36620,6692,1,8809,1,50,698,85
23,21781,6699,0,20147,1,111,244,38
24,36693,6700,0,20408,1,82,228,85
24,27379,6700,0,45347,3,82,821,53
24,27379,6700,0,42213,6,82,329,81
24,27379,6700,0,8256,1,82,230,98
24,26089,6702,0,8282,1,126,232,98
24,5224,6704,0,8289,1,107,36,25
8,46805,6706,0,44281,8,48,153,82
8,29706,6706,0,8289,1,107,36,5
8,29706,6706,0,8808,1,169,28,58
8,29706,6706,0,8745,1,204,27,58
8,29706,6706,0,33496,1,70,768,36
2,24103,6709,0,8267,1,50,675,85
2,49261,6710,0,8820,1,50,662,62
2,49272,6710,0,8253,1,70,19,78
24,5224,6737,0,8822,1,130,91,99
24,53800,6742,0,43199,1,106,106,30
24,5224,6742,0,21918,6,135,278,67
2,2428,6743,0,12228,6,50,411,98
2,11491,6743,0,27772,6,50,1331,36
2,20849,6743,0,8279,1,50,1230,38
2,11491,6743,0,27030,6,50,731,36
2,11491,6743,0,12196,6,50,656,46
2,11491,6743,0,12175,6,50,366,46
2,11491,6743,0,12786,5,50,561,46
2,11491,6743,0,12344,5,50,706,46
2,11491,6743,0,24189,6,50,360,36
2,11491,6743,0,12420,5,50,678,46
2,11491,6743,0,27077,6,50,641,36
23,28343,6752,0,20969,6,204,1573,85
23,28343,6752,0,20185,6,105,808,85
23,6933,6752,0,8813,1,107,186,82
23,28343,6752,0,9874,3,105,772,53
23,28343,6752,0,33627,6,105,918,62
23,6933,6752,0,20003,6,105,1243,85
23,6933,6752,0,8808,1,169,28,6
23,6933,6752,0,6502,6,144,1323,62
23,6933,6752,0,21097,6,105,942,85
23,6933,6752,1,8255,1,77,20,82
23,6933,6752,0,8209,3,0,798,89
23,6933,6752,1,8745,1,204,27,86
23,6933,6752,0,8806,1,105,22,6
23,29254,6752,0,23956,6,105,1858,62
24,4699,6756,0,8279,1,50,1230,62
24,4699,6756,0,12175,6,50,366,81
24,21794,6756,0,62824,6,50,365,53
24,21794,6756,0,18652,6,169,28,10
24,5224,6756,0,17924,1,71,102,99
24,29749,6756,0,8289,1,107,36,29
13,1850,6760,0,8278,1,50,368,43
13,1850,6760,0,25566,6,169,1732,62
13,1850,6760,0,8808,1,169,28,99
13,1850,6760,0,24694,6,50,1241,62
8,53078,6770,0,11816,1,77,1482,62
24,4699,6774,0,14908,1,88,1032,44
24,5224,6789,0,12420,5,50,678,31
37,15988,6792,0,8647,6,70,10,2
37,15905,6792,0,17494,1,50,425,38
37,15905,6792,1,8746,1,105,29,97
28,53351,6809,1,8746,1,105,29,64
2,26948,6810,0,8739,1,144,4,36
24,5224,6817,0,41773,1,106,156,29
13,28017,6822,0,23857,1,105,890,62
2,42538,6823,1,8250,1,50,628,85
2,45689,6823,1,8791,1,8,110,11
2,14757,6823,0,325,6,50,368,62
24,53800,6824,0,8220,1,182,46,64
24,53800,6824,0,652,3,182,316,62
24,3169,6831,0,12541,5,79,16,38
24,5224,6833,0,23097,1,148,1957,78
24,5224,6833,0,22869,6,93,2085,81
24,5224,6842,0,8822,1,130,91,99
11,22935,6863,1,8291,1,50,191,36
11,22935,6863,0,59252,6,198,988,53
11,22935,6863,0,25939,6,198,1657,62
11,22935,6863,0,24945,6,198,750,62
11,22935,6863,1,8267,1,50,675,62
26,38000,6866,0,8268,1,50,682,98
2,54185,6868,0,24278,6,50,1546,36
2,54185,6868,0,17672,6,50,682,85
2,2495,6869,0,17854,1,50,576,85
2,4562,6870,0,43843,4,50,365,60
2,35390,6872,0,8802,1,50,503,62
2,35390,6872,0,8236,1,50,656,85
2,35390,6872,0,27262,1,50,566,36
2,44405,6872,0,24471,1,50,1673,36
2,18578,6897,0,25536,1,50,1365,85
2,43159,6897,0,12691,5,50,646,46
2,18722,6918,0,8288,1,198,399,98
2,43387,6921,0,8741,1,144,13,37
2,20170,6925,0,8287,1,198,397,38
2,24103,6927,0,9147,1,50,367,85
2,18354,6934,0,8259,1,8,121,59
2,46442,6935,0,8746,1,105,29,97
2,46442,6935,0,12314,5,21,32,2
2,46442,6935,0,8269,1,11,26,2
2,46442,6935,0,23482,6,70,19,62
2,46442,6935,0,597,1,21,14,62
2,46442,6935,0,22787,6,144,13,20
2,46442,6935,1,8267,1,50,675,85
2,46442,6935,0,26022,6,198,397,36
2,1252,6952,0,25693,6,50,191,36
2,44377,6953,0,45689,6,50,368,53
2,2086,6955,1,8250,1,50,628,99
2,15802,6958,0,11353,1,50,699,62
2,40771,6960,0,12442,5,50,638,61
2,876,6963,0,8230,1,50,637,43
2,50386,6963,0,4808,3,50,690,62
2,50386,6963,0,8266,1,50,411,62
2,40105,6969,0,8793,1,50,677,62
11,45494,6971,0,26176,6,198,1598,62
2,1716,6973,0,27699,6,50,646,36
2,1716,6973,0,27680,1,50,1121,85
2,1716,6973,0,27182,1,50,476,36
2,43087,6977,0,25736,1,50,522,36
2,2086,6989,1,22878,1,137,2092,85
11,51792,6996,0,8287,1,198,381,62
2,5786,6999,0,669,3,50,212,62
2,10505,7001,0,26663,1,50,707,85
2,3713,7011,0,8254,1,50,365,99
2,35751,7021,0,5039,3,50,689,62
2,45912,7029,1,8745,1,204,27,38
2,45912,7029,1,8289,1,107,36,11
2,27439,7034,1,8810,1,8,1532,85
2,2086,7042,0,20552,6,104,76,2
2,2086,7042,1,12189,6,50,637,20
2,52482,7045,0,19553,6,106,107,25
2,52482,7045,0,15207,5,126,232,12
2,4924,7045,0,20330,1,126,266,85
11,25315,7056,1,8250,1,50,628,62
11,2433,7062,0,26022,6,198,397,62
11,2433,7062,0,11353,1,50,699,62
11,25315,7068,0,20278,6,105,809,85
2,2086,7080,1,8746,1,105,29,97
2,2086,7080,0,19797,1,163,1933,36
2,2086,7080,0,8268,1,50,682,43
2,2086,7080,1,8267,1,50,675,62
2,43026,7081,0,601,1,50,1646,86
2,47997,7084,0,24919,6,50,676,36
2,22202,7088,0,8261,1,50,646,85
34,27655,7091,0,809,3,18,1720,62
34,17532,7092,0,3896,3,198,391,62
2,16343,7099,1,17520,3,50,682,85
2,3736,7101,0,26330,6,50,871,36
2,3736,7101,0,3901,3,50,1673,62
2,3736,7101,0,12010,1,50,723,61
2,3736,7101,0,26332,1,50,863,36
2,20240,7102,0,17494,1,50,425,38
2,34786,7102,0,11975,1,50,1507,62
2,6085,7102,0,7635,3,50,675,85
2,34786,7102,1,5405,6,8,126,29
2,40789,7103,0,24372,6,50,627,36
2,43026,7105,0,17672,6,50,682,85
2,49660,7109,0,18790,1,50,361,85
2,49660,7109,0,8834,1,50,355,62
2,39840,7114,1,8791,1,8,110,46
2,39840,7114,0,8243,1,50,409,85
2,36397,7136,0,11854,1,50,700,62
2,39100,7138,0,8215,1,208,951,85
2,39100,7138,0,21766,1,208,1418,36
2,39100,7138,0,8255,1,77,20,30
2,20293,7138,0,8745,1,204,27,25
2,53944,7146,0,23479,6,70,19,62
2,53944,7146,1,8745,1,204,1614,62
2,28309,7146,0,22795,6,77,20,2
2,28309,7146,0,8785,1,105,35,25
2,28309,7146,0,4440,3,50,1168,62
11,27655,7151,0,9703,6,198,370,20
34,51792,7155,0,14978,6,50,636,85
2,34719,7157,1,8224,1,135,278,85
2,34719,7157,0,21787,6,105,29,50
2,37185,7163,0,8260,1,50,701,85
2,8327,7167,0,24486,1,50,1310,85
2,8327,7167,0,25077,6,50,665,36
2,8327,7167,0,8836,1,50,709,85
2,8327,7167,0,25106,6,50,1560,36
2,14785,7169,0,8214,1,50,649,85
2,53078,7176,1,8268,1,50,682,62
11,14703,7187,1,8740,1,105,12,72
11,14703,7187,0,12402,5,204,1452,98
2,35390,7188,0,8250,1,50,628,85
2,35390,7188,0,64627,6,50,1632,60
2,45564,7195,0,26609,6,50,910,36
2,33174,7202,0,8285,1,21,32,37
2,42296,7202,0,25096,1,58,33,5
2,33174,7202,0,24747,6,79,1588,36
2,2428,7210,0,8260,1,50,701,85
2,1410,7213,1,8278,1,50,368,62
2,23793,7228,0,6045,3,50,365,57
2,47307,7229,0,8218,1,50,743,62
2,49085,7238,0,21489,1,50,651,85
2,4779,7238,1,8250,1,50,628,99
34,1057,7242,0,25944,6,198,370,81
2,50661,7248,0,23545,6,50,660,36
34,25315,7249,1,8250,1,50,628,9
26,47041,7252,0,21405,6,8,121,62
34,52486,7254,0,27076,6,50,641,62
2,26774,7256,0,14894,1,50,354,12
2,24103,7259,0,8267,1,50,675,85
2,24103,7259,0,8279,1,50,1230,85
2,55896,7263,0,12008,1,50,686,62
2,51685,7273,1,8268,1,50,682,62
2,25379,7275,0,42601,6,50,1553,61
11,38749,7277,0,44485,1,198,938,36
2,48064,7292,0,33657,6,194,1528,62
2,48064,7292,0,8745,1,204,27,97
2,48064,7292,0,60546,6,194,1555,53
2,42786,7297,0,55011,6,50,427,53
34,9913,7300,0,8262,1,198,384,85
2,20170,7317,0,26155,1,50,1249,85
2,20170,7317,0,1012,1,50,532,86
2,52997,7324,0,8244,1,50,643,62
2,53314,7330,1,22391,1,146,1547,36
2,4757,7334,1,8791,1,8,110,46
2,11417,7335,1,8250,1,50,628,85
2,10272,7337,0,4759,3,50,495,62
2,35917,7337,0,25713,6,50,862,36
34,38749,7338,0,8228,1,198,371,85
34,27655,7338,0,8250,1,50,628,85
34,27655,7338,0,9147,1,50,367,53
34,27655,7338,0,8278,1,50,368,9
34,27655,7338,0,7243,3,198,788,57
11,50386,7350,0,8262,1,198,384,62
2,42396,7351,0,12227,6,50,701,61
2,36508,7353,0,9250,6,48,153,38
2,18617,7353,0,8230,1,50,637,85
2,2495,7353,0,11439,1,163,1503,81
2,18617,7353,0,26943,6,50,743,36
2,47943,7358,0,12189,6,50,637,61
2,21855,7368,0,22445,1,105,771,85
2,21855,7368,0,22434,1,105,977,85
2,21855,7368,0,15067,6,105,1860,12
2,21855,7368,0,27211,1,105,1409,85
2,21855,7368,0,21078,1,105,1857,85
2,16114,7368,0,24099,1,50,984,85
2,20281,7372,0,8279,1,50,1230,85
2,9890,7374,0,8268,1,50,682,85
2,9890,7374,0,12206,6,50,628,61
2,52397,7378,0,20845,6,182,1408,85
2,52397,7378,0,20833,1,182,68,82
2,52397,7378,0,26391,6,198,401,36
2,53377,7385,0,12273,6,50,663,9
2,17329,7385,0,27142,6,50,637,36
2,9890,7391,0,8281,1,50,663,85
2,9890,7391,0,8250,1,50,628,85
2,51941,7397,0,12434,5,203,253,61
2,51941,7397,0,12579,5,203,254,61
2,2363,7397,0,21445,1,203,1461,36
2,14475,7397,0,11430,3,203,794,85
2,27733,7400,1,8279,1,50,1230,85
2,43387,7404,0,8236,1,50,656,62
2,43387,7404,0,8267,1,50,675,62
2,40789,7409,0,8791,1,8,110,11
2,25538,7414,0,12228,6,50,411,20
2,25538,7414,0,11542,3,50,569,85
2,25538,7414,0,25226,1,50,579,85
2,36846,7423,0,12264,6,50,368,9
2,47535,7440,0,438,1,50,1337,58
2,47535,7440,0,8228,1,198,371,62
2,48862,7442,0,8253,1,70,19,76
2,19152,7442,0,8745,1,204,27,25
2,26644,7442,0,8260,1,50,701,85
2,3067,7453,0,8284,1,50,685,85
11,46963,7463,0,12951,5,198,397,90
2,19302,7472,1,8250,1,50,628,30
2,49272,7493,0,19776,6,50,212,85
34,2875,7497,0,25973,6,198,1037,81
34,2875,7497,0,24945,6,198,750,81
2,18617,7500,0,20595,6,52,202,20
2,18617,7500,0,8785,1,105,35,25
2,36345,7510,0,27475,6,50,647,36
2,1437,7512,0,8268,1,50,682,85
2,16343,7542,0,44192,8,198,384,60
2,16343,7542,0,8287,1,198,397,85
2,52797,7542,0,17291,5,50,544,64
2,47407,7542,0,8223,1,50,690,62
2,22602,7544,0,8835,1,50,357,85
2,27645,7550,0,4614,3,50,1058,62
11,13813,7552,0,8213,1,68,275,85
11,13813,7552,0,21031,6,204,1595,85
11,13813,7552,0,22616,6,204,1452,67
11,46963,7552,0,26022,6,198,397,62
2,1294,7565,0,8788,1,77,2,43
2,1294,7565,0,12244,6,204,27,50
2,1294,7565,0,12608,5,70,19,20
2,1294,7565,0,51385,6,31,155,21
2,1294,7565,0,21442,1,203,254,36
2,48862,7566,0,26881,6,50,409,36
2,23561,7566,0,12269,6,50,1230,61
2,11119,7566,0,25815,6,50,697,36
2,40375,7566,0,55011,6,50,427,53
2,4562,7569,0,12175,6,50,366,98
2,21713,7572,1,8236,1,50,656,30
2,45270,7572,0,25522,6,50,432,36
2,21713,7572,0,25729,1,50,1191,85
2,21713,7572,0,12412,5,50,1331,61
2,45270,7572,0,12691,5,50,646,61
2,51733,7573,0,22863,1,93,2085,36
2,51733,7573,0,88,3,93,2083,58
2,13277,7577,0,8550,6,8,121,2
2,2096,7577,0,20207,6,105,810,36
2,11997,7577,0,19363,1,50,585,62
2,26220,7589,0,12208,6,50,628,61
2,26220,7589,0,24374,6,50,627,36
2,26220,7589,0,5857,3,50,365,57
2,26220,7589,0,11620,1,50,369,85
34,27655,7592,1,24693,6,50,1241,36
34,27655,7592,0,8250,1,50,628,9
34,27655,7592,0,235,1,50,1656,46
34,27655,7592,0,8276,1,50,661,9
11,45494,7600,0,25719,1,50,1185,36
11,45957,7604,1,12944,5,198,404,85
2,1799,7627,0,11854,1,50,700,81
2,45043,7628,0,7635,3,50,675,62
2,43421,7629,0,8791,1,8,110,11
2,53274,7646,0,8250,1,50,628,62
2,53274,7646,0,484,1,50,631,58
2,19149,7669,0,8278,1,50,368,98
2,26232,7678,0,8834,1,50,355,85
2,42881,7685,0,8250,1,50,628,62
2,2086,7690,1,8266,1,50,411,62
26,30186,7693,1,8267,1,50,675,9
2,16019,7702,0,12206,6,50,628,61
2,16019,7702,0,8214,1,50,649,98
2,16019,7702,0,12199,6,50,699,61
2,16019,7702,0,6581,6,171,61,53
2,16019,7702,0,21405,6,8,121,58
2,16019,7702,0,12233,6,50,675,61
2,36330,7703,0,21493,1,50,1048,36
2,1142,7710,0,25117,6,50,623,36
2,34737,7717,0,11977,1,50,584,62
2,8159,7719,0,22284,6,77,154,82
2,14656,7730,0,8268,1,50,682,98
2,25199,7741,0,26835,1,50,497,85
2,19302,7741,0,43676,1,50,600,85
34,11747,7749,0,26465,6,198,1624,81
34,22091,7749,0,1811,1,198,1131,62
2,18146,7756,0,8274,1,50,684,98
2,38374,7761,0,8273,1,50,660,85
2,50710,7769,0,11321,1,50,642,62
26,36619,7771,0,14804,1,77,774,38
26,51733,7771,0,8788,1,77,2,43
26,11431,7771,0,8785,1,105,35,58
26,11431,7771,0,8746,1,105,29,58
2,24892,7777,0,23401,6,50,1179,62
2,24892,7777,0,25,1,50,945,62
2,6365,7777,0,11840,1,50,734,81
2,27251,7786,0,8815,1,196,2034,85
2,28950,7790,0,11835,1,50,633,85
2,22118,7793,1,8254,1,50,365,30
2,28643,7793,0,12275,6,50,414,61
2,30874,7800,0,23610,6,50,1649,62
2,53274,7800,0,712,1,50,500,44
2,17552,7804,0,8788,1,77,2,43
2,17552,7804,0,12612,5,144,1496,61
2,17552,7804,0,22284,6,77,154,82
2,17552,7804,0,29547,4,77,20,58
2,17552,7804,0,13485,4,204,27,85
2,17552,7804,0,8739,1,144,4,36
2,26212,7814,0,8279,1,50,1230,85
2,12454,7820,0,8267,1,50,675,78
2,25897,7824,0,8250,1,50,628,85
2,39694,7826,0,12228,6,50,411,61
2,52809,7830,0,11995,1,50,541,62
11,36086,7832,1,8267,1,50,675,85
2,54089,7835,0,12015,1,50,527,62
2,431,7838,0,25416,6,50,698,36
2,431,7838,0,8260,1,50,701,43
34,25315,7851,1,11938,1,8,126,29
2,40448,7885,0,8250,1,50,628,62
2,40448,7885,0,12225,6,50,701,61
2,40448,7885,0,12495,5,50,699,61
2,52918,7898,0,5662,1,50,577,62
2,29885,7898,0,8219,1,50,688,85
34,50386,7900,0,11850,1,198,750,61
2,13632,7902,0,8254,1,50,365,98
2,8153,7909,0,12206,6,50,628,61
2,47607,7911,0,25736,1,50,522,36
2,14752,7917,0,12277,6,50,191,36
2,14752,7917,1,8250,1,50,628,30
2,51313,7923,1,8279,1,50,1230,62
2,16878,7928,0,8278,1,50,368,98
2,16878,7928,0,12175,6,50,366,61
11,15542,7931,0,7994,3,198,371,62
2,18069,7952,0,8793,1,50,677,98
2,46937,7971,0,8291,1,50,191,46
2,51733,7981,0,12654,5,50,682,61
2,51733,7981,0,12233,6,50,675,61
2,21942,7982,0,8250,1,50,628,43
2,47357,8004,0,14838,1,50,574,62
2,12441,8004,0,25506,6,50,546,36
2,12441,8004,0,28554,6,50,582,36
11,36086,8026,0,8798,1,198,374,62
2,34619,8033,0,42600,1,50,1553,36
2,20405,8043,0,486,1,50,726,86
2,31371,8056,0,8273,1,50,660,85
2,54953,8060,0,44241,8,50,628,61
2,54953,8060,0,26231,6,50,490,36
2,54953,8060,0,448,1,115,159,82
2,26232,8062,0,41539,4,50,191,62
26,17633,8083,0,8267,1,50,675,47
2,52486,8095,0,68,1,1,142,77
2,52997,8103,0,8881,6,50,1633,53
11,41518,8113,0,12495,5,50,699,31
2,17529,8122,0,24145,6,50,967,36
2,52861,8127,0,27142,6,50,637,61
2,30279,8153,0,3706,3,50,1269,62
2,30279,8153,0,26659,1,50,1172,36
2,13586,8153,0,26601,6,50,550,36
2,13586,8153,0,4324,3,50,1264,62
11,56030,8157,0,25974,6,198,1167,61
2,5957,8158,0,12233,6,50,675,61
2,5957,8158,0,12206,6,50,628,61
2,5957,8158,0,503,1,0,798,58
2,36110,8163,0,19363,1,50,585,36
2,36110,8163,0,6307,3,50,680,57
2,25538,8182,1,8279,1,50,1230,85
2,32320,8189,0,8832,1,50,627,62
2,13140,8198,0,7111,3,50,661,57
2,16552,8198,0,1701,1,50,603,62
2,13140,8198,0,5118,3,50,646,62
2,13140,8198,0,12202,6,50,409,61
2,13140,8198,0,6673,3,50,538,57
2,13140,8198,0,21164,5,50,417,36
2,13140,8198,0,43572,1,50,1363,60
2,13140,8198,0,12529,5,50,489,61
2,13140,8198,0,8266,1,50,411,98
2,13571,8198,0,14803,1,50,558,58
2,13140,8198,0,1521,1,50,900,62
2,13140,8198,0,8239,1,50,407,98
2,55566,8208,0,22869,6,93,2085,61
2,24674,8208,0,21751,1,8,114,22
11,25315,8219,0,8747,1,106,107,8
2,46771,8224,0,66,1,50,423,58
2,47997,8237,0,11569,1,50,623,62
2,15802,8241,0,26504,6,50,684,36
2,15802,8241,0,11765,3,50,438,98
2,32046,8242,0,8279,1,50,1230,62
2,76,8245,0,25169,6,50,674,36
2,76,8245,0,8274,1,50,684,43
2,1437,8254,0,8266,1,50,411,46
2,18752,8255,0,23528,6,50,1179,62
2,46588,8258,0,12003,1,50,654,62
2,31371,8263,0,23424,1,50,600,36
2,28014,8271,0,12729,5,50,365,61
2,40631,8273,0,8279,1,50,1230,62
2,902,8284,1,8272,1,50,659,99
34,50446,8288,0,65260,3,198,1657,30
2,48862,8291,0,26943,6,50,743,36
2,274,8294,0,8812,1,34,85,36
2,274,8294,0,12427,5,63,966,98
2,274,8294,0,12302,5,34,1396,98
2,15506,8294,0,27606,6,50,643,36
2,31848,8296,0,41725,4,50,703,60
2,31848,8296,0,6843,1,198,383,62
2,31848,8296,0,8829,1,50,693,62
2,52368,8303,0,27081,6,50,641,61
2,35390,8309,0,8785,1,105,35,72
2,15081,8310,0,21648,4,50,368,85
2,9351,8315,0,3602,3,50,365,62
2,24244,8315,0,42300,5,50,683,61
2,48113,8319,0,8218,1,50,743,62
2,49272,8323,0,12206,6,50,628,62
2,49272,8323,0,8273,1,50,660,62
2,22330,8326,0,8253,1,70,19,20
11,13951,8329,1,8288,1,198,399,85
2,2495,8332,0,25325,6,50,728,36
2,18617,8335,0,66,1,50,423,62
2,24294,8342,0,5857,3,50,365,57
2,48138,8342,0,17894,4,50,350,64
2,2868,8342,0,23289,6,50,633,62
2,2868,8342,0,21592,6,144,1323,36
2,2868,8342,0,8741,1,144,13,90
2,2868,8342,0,12262,6,50,412,98
2,2868,8342,0,19035,1,144,1393,85
2,2868,8342,0,5853,1,8,258,62
2,2868,8342,0,21403,6,8,121,64
11,51792,8347,0,25965,6,198,371,62
11,35751,8364,0,17397,5,198,955,85
11,21898,8368,0,12175,6,50,366,31
11,21898,8368,0,9819,3,198,1234,30
2,53139,8385,1,25123,1,212,37,5
2,10272,8386,0,3405,3,50,1191,62
2,10651,8388,1,5405,6,8,126,36
2,11971,8395,0,17434,5,198,1663,85
34,41949,8400,0,26023,6,198,397,62
11,14703,8404,0,26472,6,198,387,62
2,51280,8405,0,11353,1,50,699,62
34,5354,8420,0,8798,1,198,374,62
34,5354,8420,0,44484,6,198,791,53
34,52284,8425,1,8791,1,8,110,29
2,39515,8432,0,1493,1,50,587,82
2,902,8432,0,8267,1,50,675,43
2,5938,8436,0,8278,1,50,368,38
2,22202,8455,0,23401,6,50,1179,85
2,37990,8457,1,8268,1,50,682,85
2,12346,8478,0,26492,6,50,685,36
2,2086,8486,0,8260,1,50,701,46
2,30698,8490,0,8279,1,50,1230,85
2,9913,8493,0,8864,1,47,1508,64
2,48862,8498,0,27504,1,50,1325,36
2,37449,8501,0,26251,6,50,350,61
2,28561,8512,1,12132,1,50,366,85
2,54029,8513,1,44253,8,50,682,61
2,52692,8513,1,8230,1,50,637,62
2,5526,8514,0,27588,6,50,1030,36
2,21500,8514,0,12191,6,50,637,61
2,21855,8515,0,24125,6,50,363,36
34,40095,8516,0,21061,6,8,126,62
2,46142,8532,0,45977,6,50,192,62
11,51428,8534,0,8250,1,50,628,62
11,5444,8534,0,20225,6,182,46,78
2,25538,8540,0,26051,6,50,1235,61
2,11984,8559,0,14796,4,50,366,12
2,38801,8568,0,4921,3,50,1642,62
2,38801,8568,0,27562,6,50,1325,61
2,38801,8568,0,27606,6,50,643,61
2,38801,8568,0,54920,1,50,1057,36
2,47117,8573,0,8219,1,50,688,62
2,332,8573,0,10811,3,50,1296,81
2,332,8573,0,23463,1,50,551,36
2,29466,8573,0,14978,6,50,636,12
2,20457,8573,0,8281,1,50,663,38
11,53078,8574,0,8504,6,106,107,44
2,31320,8576,0,12514,5,50,487,31
2,24103,8594,0,14985,1,50,1241,12
2,37675,8594,0,3547,3,50,1230,62
2,32587,8594,0,8230,1,50,637,62
2,38121,8602,0,8266,1,50,411,62
2,40365,8603,0,30337,1,70,10,25
2,28771,8614,0,22648,6,13,1531,62
2,52482,8624,0,17016,5,50,735,64
34,51792,8625,1,8267,1,50,675,9
2,12416,8635,0,589,1,50,712,86
2,48862,8641,0,4338,3,50,699,62
2,48862,8641,0,24919,6,50,676,36
2,27251,8643,0,20559,1,180,2111,85
2,27251,8643,0,20559,1,180,1737,85
2,5806,8650,1,8250,1,50,628,99
2,48862,8652,1,8791,1,8,110,61
2,10837,8652,0,28683,4,50,358,85
2,2428,8660,0,25274,1,50,692,36
2,35650,8664,0,18790,1,50,361,43
2,10869,8671,0,60715,6,50,406,60
2,7687,8671,0,11647,1,50,910,38
2,7687,8671,0,11984,1,50,550,61
2,7687,8671,0,5980,3,50,605,57
2,11488,8673,0,8273,1,50,660,38
2,54953,8682,0,11271,3,82,231,62
34,9223,8689,0,8287,1,198,397,85
2,18236,8696,0,4551,3,50,637,62
2,22202,8706,0,12218,6,50,365,61
2,22202,8706,1,12276,6,50,191,36
